CustomerID,AverageRevenue
14113,54.13
12897,54.125
17677,53.94514851485149
17588,53.92173913043477
14364,53.87463768115943
16126,53.74162393162393
14882,53.60909090909092
18073,53.60861111111112
12504,53.5611111111111
13461,53.51851851851852
13434,53.424
13576,53.31222222222222
17193,53.103125
17621,53.073076923076925
18139,53.07132075471698
14853,52.86666666666666
17061,52.850808080808086
17230,52.73057971014492
17428,52.612347560975614
15187,52.49648351648351
14148,52.4
14001,52.38666666666667
16227,52.370000000000005
16582,52.27
15313,52.0
16705,51.981444444444456
15803,51.977500000000006
13321,51.57818181818182
15734,51.5173076923077
12653,51.39186046511629
16160,51.272000000000006
13538,51.23400000000001
17805,51.23100000000001
13946,51.05181818181818
14885,51.02133333333334
14351,51.0
14500,50.978571428571435
17394,50.96749999999999
14543,50.70042253521126
16344,50.550000000000004
13098,50.49377622377622
12516,50.46384615384615
17951,50.427
13645,50.42
17427,50.4
16430,50.14166666666667
17669,50.09882352941177
15777,49.862380952380946
18184,49.8
14459,49.67351351351351
12913,49.6726
13082,49.50178082191781
14557,49.27375000000001
13093,49.26081761006289
14301,49.24153846153846
16209,49.18739130434783
12864,49.04
15502,48.75553990610329
14292,48.719300000000004
15216,48.3
12536,48.282873563218374
14642,48.06
15513,47.91629870129871
12754,47.78952380952381
14937,47.70235294117648
12356,47.65135593220339
15332,47.45885714285714
14733,47.455
13853,47.39739130434783
12357,47.38679389312977
12394,47.12888888888889
14126,47.07533333333334
14163,47.036730769230765
17525,46.96666666666667
15380,46.95166666666667
13049,46.90571428571428
12709,46.891400966183575
17060,46.848
12432,46.845555555555556
14970,46.825294117647054
13767,46.79445652173912
15206,46.699999999999996
13329,46.411764705882355
14764,46.38333333333333
14567,46.374545454545455
12906,46.34619047619048
18061,46.07413043478262
17312,46.021428571428565
14015,45.867
17183,45.85356164383562
15488,45.660000000000004
16985,45.53433333333333
16462,45.333333333333336
15291,45.32330097087378
15257,45.30714285714286
16131,44.95564102564102
17402,44.641525423728815
17930,44.62769230769231
15569,44.37774193548386
18229,44.37134146341464
12884,44.15000000000001
12477,44.0658
15812,43.930243902439024
15654,43.93
16174,43.893478260869564
13762,43.81714285714286
17173,43.79767441860466
16120,43.638000000000005
15405,43.637499999999996
16917,43.50222222222222
16679,43.25
12471,43.112527233115486
18094,43.104285714285716
15181,43.0925
16133,43.03551622418879
17873,42.99906976744186
15815,42.86938775510204
14440,42.8669090909091
13810,42.828857142857146
13347,42.67
13495,42.60145833333334
12881,42.57142857142857
15093,42.565
16083,42.50387096774193
14000,42.37733333333333
14744,42.30692307692308
15703,42.3
13183,42.10404255319148
13572,41.946969696969695
14687,41.892
13390,41.85230769230769
13075,41.80045454545455
12464,41.79482758620689
14233,41.791999999999994
12817,41.51
15523,41.20100000000001
14973,41.076562499999994
15129,41.0404761904762
12910,41.00053333333333
14047,40.894062500000004
12747,40.737961165048546
16389,40.649117647058816
13397,40.635000000000005
12600,40.61
12619,40.45822222222221
17666,40.45333333333334
13918,40.428
15049,40.39000000000001
13967,40.35
15347,40.32000000000001
16681,40.235
14708,40.227500000000006
12386,40.19
18172,40.00888888888888
15593,39.96
14235,39.80835443037975
17025,39.75222222222222
13043,39.72461538461539
15101,39.69125
15160,39.53999999999999
14655,39.43326530612245
16996,39.3772972972973
13484,39.225
13893,39.099999999999994
13877,39.080000000000005
13220,39.01380952380953
13520,38.97150537634408
15290,38.93735294117647
14824,38.88655172413793
16902,38.79272727272728
17942,38.75000000000001
17026,38.707499999999996
14229,38.68
12429,38.6639175257732
16191,38.66059701492538
16168,38.648979591836735
17101,38.61261904761905
16954,38.61259259259259
17142,38.6
16258,38.54451851851852
14768,38.519999999999996
17123,38.36666666666666
16709,38.352784810126586
17053,38.34461538461539
18149,38.254999999999995
14409,38.137962962962966
13514,38.050000000000004
17995,38.05
14513,37.965833333333336
15606,37.92415584415585
14248,37.8225
15223,37.7875
15071,37.77192307692307
13435,37.72168316831684
18074,37.66153846153846
12764,37.64177777777778
16858,37.569
13323,37.51666666666667
17761,37.514736842105265
12457,37.511587301587305
13416,37.5
16701,37.488194444444446
16468,37.45
18167,37.42864864864865
17440,37.284000000000006
15505,37.22639175257733
17597,37.17036363636363
15526,37.11
12612,37.054736842105264
15611,37.010465116279065
13144,36.98333333333333
13824,36.93347826086956
14251,36.91923076923077
17033,36.79071428571428
16218,36.722380952380945
15874,36.71566666666667
12971,36.68822950819672
13079,36.68333333333334
14712,36.6828
17866,36.62777777777777
13756,36.54591549295775
16157,36.482777777777784
16500,36.441818181818185
14110,36.430448717948714
13878,36.33057142857143
17415,36.27428571428571
14905,36.24411764705882
15113,36.179690721649486
15759,36.14857142857143
12587,36.0
17080,35.9525
16432,35.925
17603,35.88363636363636
16784,35.86666666666667
16190,35.84666666666667
13410,35.82357142857143
15940,35.8
13976,35.798
14918,35.781111111111116
12769,35.7375
14537,35.556
17584,35.494285714285716
13297,35.421186440677964
14576,35.400000000000006
12355,35.338461538461544
13078,35.27357541899441
15204,35.175555555555555
15981,35.13896907216495
14416,35.01571428571429
13108,35.006
14135,35.00231343283583
12657,34.961276595744685
17197,34.93137931034483
13845,34.775555555555556
15935,34.73833333333334
14944,34.707352941176474
15218,34.680060240963854
12871,34.60363636363636
14618,34.589999999999996
17017,34.50103174603174
13552,34.31256880733945
16682,34.266666666666666
14005,34.222857142857144
16566,34.14777777777778
13035,34.14370370370371
18198,34.12301886792453
18135,34.0955
15671,34.065769230769234
13948,34.0
16765,34.0
16109,33.99333333333333
15219,33.97222222222222
13058,33.925
15133,33.87655172413793
13748,33.86607142857143
15197,33.737812500000004
16766,33.69411764705882
17076,33.6432
14946,33.63333333333333
14332,33.6084
15922,33.59090909090909
13327,33.59046296296297
14441,33.58607843137255
12976,33.57272727272727
14226,33.55742424242424
17934,33.535714285714285
14473,33.47714285714286
16405,33.45
16584,33.431428571428576
12445,33.35
14782,33.35
13723,33.30833333333334
15969,33.305
14295,33.24
12483,33.133066666666664
16303,33.090308641975305
12781,33.069599999999994
12712,33.053609022556394
16325,33.013333333333335
15722,33.00313432835821
14789,32.940000000000005
15360,32.917692307692306
13751,32.91666666666666
13786,32.91428571428571
12842,32.9114705882353
13851,32.73407407407407
14236,32.724000000000004
13743,32.72195121951219
17382,32.7
18230,32.67674418604651
17491,32.65018348623853
13223,32.64
15813,32.597750000000005
12670,32.56576086956522
12406,32.526666666666664
15612,32.525
16689,32.5076923076923
16523,32.47748275862069
13038,32.445
13153,32.41466666666667
13089,32.39364939360528
17090,32.37131147540984
12691,32.36875
16102,32.31824561403509
13277,32.3
14855,32.282500000000006
17464,32.21777777777778
12656,32.152142857142856
14912,32.14259259259259
13489,32.10857142857143
18218,32.096
14006,32.073
16779,32.059577039274934
16048,32.055
13318,32.038
13130,32.0
16812,31.95666666666666
14644,31.952307692307688
17024,31.95
16226,31.890000000000004
12433,31.84730952380952
14342,31.836190476190477
15478,31.816363636363636
12436,31.813125000000003
18066,31.8
13819,31.676388888888887
12405,31.67388888888889
17560,31.664814814814818
13396,31.65093023255814
14188,31.605538461538462
13516,31.5775
14466,31.561111111111106
13062,31.543636363636367
13014,31.511636363636363
12990,31.5
15364,31.489310344827587
16546,31.486000000000004
14298,31.476664630421478
14533,31.447096774193547
17658,31.337894736842102
13207,31.282500000000002
14735,31.26644329896907
14079,31.258333333333336
12414,31.244999999999997
17492,31.21416666666667
12625,31.207209302325584
14029,31.177333333333333
14875,31.17702127659574
14216,31.17457627118644
12524,31.150833333333328
16321,31.1375
12924,31.123333333333335
13672,31.064999999999998
14924,31.005000000000003
13249,30.930869565217396
13989,30.88
15985,30.876216216216218
14908,30.866666666666667
16539,30.86244444444445
17244,30.803225806451614
12795,30.74857142857143
13255,30.73153846153846
14931,30.67512195121951
13120,30.599999999999998
13282,30.59837837837838
14601,30.565714285714286
13831,30.534027777777776
12647,30.514918032786884
17004,30.51488372093023
13103,30.4925
17002,30.484285714285715
17707,30.48
15027,30.461428571428574
14060,30.398118811881183
16617,30.369999999999997
13555,30.36207407407407
17340,30.352063882063884
15144,30.32460829493087
18165,30.246000000000002
14560,30.24013513513513
16365,30.2043137254902
15304,30.19130434782609
15485,30.17058823529411
14421,30.115185185185183
14220,30.114285714285714
16506,30.099999999999998
17770,30.086052631578948
17862,30.08181818181818
17985,30.064285714285717
15116,30.06111111111111
14397,30.034022988505747
13874,30.024999999999995
14117,30.0
15657,30.0
17040,29.981999999999996
12371,29.96761904761905
16253,29.95008130081301
16098,29.934776119402986
12646,29.932666666666673
14012,29.89090909090909
13139,29.79376470588235
16103,29.784166666666668
14691,29.779295774647885
12510,29.774848484848487
17879,29.75333333333333
13934,29.74516129032258
18191,29.685714285714283
17671,29.67377358490566
16570,29.669841269841267
12438,29.66173469387755
15561,29.65148148148148
17829,29.64133333333334
12676,29.586444444444442
14407,29.55794520547946
17205,29.544615384615387
12352,29.482823529411764
12583,29.479271255060738
17188,29.455119047619053
14804,29.439166666666665
15140,29.428125000000005
15678,29.39166666666667
18079,29.375203252032524
17955,29.331578947368417
12621,29.314068522483947
12476,29.255021459227468
14257,29.242641509433966
17046,29.182727272727277
17206,29.177142857142858
15095,29.161702127659577
12365,29.153636363636362
13001,29.03848664688427
17655,28.999340659340653
15636,28.990400000000005
16861,28.960000000000004
15321,28.929578947368416
17675,28.89968794326242
17672,28.892454545454545
16551,28.816250000000004
13450,28.784788732394365
12758,28.779278350515465
16086,28.75358974358974
14021,28.722727272727273
17578,28.691999999999997
13993,28.647603305785122
15766,28.641818181818177
12727,28.638129496402875
13227,28.633333333333333
15075,28.63074074074074
13253,28.622222222222224
18242,28.621666666666663
13630,28.61661971830986
12916,28.591747572815535
15970,28.55454545454546
17704,28.554516129032258
14894,28.51086956521739
12688,28.501812865497072
13299,28.5
15110,28.46
17865,28.44951351351351
14457,28.41
17242,28.376000000000005
14496,28.35842105263158
16450,28.35636363636364
12594,28.290000000000006
15410,28.28557377049181
12444,28.27943502824859
15245,28.267865168539327
15689,28.233333333333334
18188,28.183661971830986
13692,28.081509433962268
16950,28.06095238095238
15785,28.059879518072293
16621,28.05103448275862
13456,28.043174603174606
12540,28.03397489539749
12756,28.02
14628,27.998333333333335
16509,27.976923076923075
13722,27.945999999999998
17334,27.91090909090909
15659,27.85909090909091
17512,27.85704761904762
13695,27.823666666666668
15738,27.817456647398846
12388,27.8066
13889,27.793333333333333
16181,27.776363636363637
13856,27.75
14299,27.73160839160839
14638,27.725
13814,27.7038596491228
16825,27.685000000000002
14333,27.68
14431,27.66823529411765
18095,27.62142857142857
15602,27.614255319148935
12734,27.599999999999998
13499,27.59785714285714
13431,27.58913043478261
16618,27.579062499999996
14267,27.567999999999994
13081,27.565544747081702
16240,27.546666666666667
17490,27.53052631578947
12762,27.51478260869565
12408,27.51
17706,27.498664921465974
12763,27.44888888888889
17204,27.44842105263158
17653,27.44454545454546
15909,27.419999999999998
12455,27.409555555555563
17468,27.4
12431,27.31893617021277
13384,27.315328947368425
13758,27.269658119658118
12968,27.189999999999998
15042,27.186
12669,27.16861386138614
17828,27.1655223880597
14460,27.146250000000002
17496,27.105
15228,27.09368
12428,27.062789115646254
17980,27.048333333333336
17339,27.040000000000003
17083,27.034230769230767
15814,27.018472222222222
14661,26.9875
16843,26.97505291005292
14016,26.96403726708074
12375,26.91176470588235
15681,26.908679245283015
13245,26.90625
15845,26.896884057971018
17423,26.861923076923077
14727,26.857999999999997
15822,26.83242424242424
14004,26.799064327485382
16427,26.784444444444446
16232,26.78054054054054
12559,26.74809523809524
12779,26.720536912751676
16096,26.718333333333334
16198,26.71206666666667
16424,26.712
12919,26.703799999999998
18062,26.685925925925925
12410,26.666538461538458
14288,26.6625
12739,26.658947368421053
15825,26.647
15648,26.64583333333334
12427,26.638709677419353
12829,26.636363636363637
16763,26.602173913043476
12704,26.600454545454546
15567,26.572857142857142
16003,26.556990291262135
16359,26.52909090909091
16213,26.5
12783,26.498928571428575
13933,26.469130434782606
16119,26.46
12955,26.428666666666665
13107,26.407241379310346
15385,26.406666666666666
13759,26.376400000000004
17556,26.316666666666666
15193,26.28
15159,26.254943661971833
17567,26.251393939393942
18287,26.246857142857145
15288,26.210454545454546
12380,26.200096153846157
17858,26.09472081218274
12876,26.094352941176474
16249,26.087971014492755
15640,26.084264705882354
15841,26.043829787234046
12373,26.042857142857144
16957,26.040000000000003
15498,26.008593750000006
14682,26.0
18228,25.99666666666667
12547,25.975
14327,25.970833333333335
17107,25.95548076923077
16105,25.919999999999998
16623,25.890000000000004
14154,25.87730769230769
13639,25.833499999999997
12481,25.8325
17724,25.825
16070,25.822727272727274
14785,25.8
18170,25.797631578947364
13501,25.775384615384617
14114,25.768666666666665
13132,25.766666666666666
12359,25.755224489795914
16184,25.750888888888895
18270,25.740909090909096
15856,25.706433121019096
13726,25.70619047619047
15394,25.68870588235294
14834,25.67611940298507
13308,25.657592592592597
13806,25.637999999999998
13338,25.632631578947368
18030,25.62777777777778
15311,25.62669061707522
17416,25.62609665427509
14915,25.623333333333335
16557,25.62272727272727
18147,25.619999999999997
17453,25.616842105263153
16341,25.6087012987013
16912,25.555799999999998
13718,25.545833333333334
16873,25.532688172043013
12451,25.524067796610172
17536,25.5
17102,25.5
17239,25.5
18268,25.5
14975,25.44909090909091
12456,25.44832
13705,25.423571428571424
13070,25.422222222222224
15127,25.408125
16072,25.40521739130435
13492,25.3968
15370,25.383510638297874
14039,25.366666666666664
14962,25.340000000000003
14911,25.336948166431633
12502,25.332448979591835
14150,25.332307692307698
15046,25.32547263681592
16146,25.314827586206896
15806,25.309032258064516
13072,25.307142857142853
13458,25.25280104712042
14442,25.235238095238095
17140,25.228888888888893
16767,25.228778280542983
12509,25.214285714285715
13524,25.191851851851855
12530,25.186060606060607
17311,25.179090909090906
14870,25.173076923076923
13522,25.160000000000004
16639,25.150199999999998
14371,25.124999999999996
14501,25.121
18097,25.116981132075473
17581,25.114441913439638
14709,25.107346938775507
12853,25.09102564102564
17978,25.076666666666664
17462,25.025555555555556
15581,25.005238095238084
13403,25.0
15298,24.999479166666664
16513,24.988285714285716
12372,24.962307692307693
12458,24.931578947368422
16159,24.87142857142857
13061,24.861
17034,24.85066666666667
17685,24.84905511811024
16739,24.846153846153847
14897,24.84327272727273
13003,24.84166666666667
16569,24.84
17534,24.817777777777778
17549,24.810000000000002
12437,24.757050000000003
16943,24.74939393939394
17082,24.738888888888894
16178,24.7375
12450,24.735
16567,24.731428571428573
12393,24.728125
16216,24.72783783783784
13305,24.701975308641977
15557,24.679473684210524
16626,24.654189944134075
17702,24.653648648648648
13986,24.650769230769235
16135,24.645238095238092
12683,24.64119186046512
16278,24.625217391304346
18048,24.612857142857145
17502,24.610714285714288
13922,24.607142857142858
15615,24.58567375886525
15194,24.56945161290323
14315,24.565643564356435
14631,24.56048780487805
12928,24.555952380952384
12558,24.54181818181818
17157,24.53846153846154
14844,24.537000000000003
14408,24.519150943396227
12578,24.513245614035085
13350,24.478
13658,24.43675925925925
14565,24.40251968503937
16171,24.400000000000002
14821,24.400000000000002
16233,24.39454545454545
13131,24.393181818181816
13026,24.384
12984,24.375
12584,24.355729166666663
16761,24.355384615384615
14738,24.341666666666665
15287,24.3345
13983,24.331121495327107
15826,24.328088235294118
13165,24.32095238095238
16708,24.31962962962963
12645,24.31753424657534
12690,24.313125000000003
12592,24.311111111111114
17730,24.304954128440365
13669,24.283333333333328
14863,24.25090909090909
15603,24.240000000000002
15514,24.239277108433736
17905,24.21181818181818
16634,24.211111111111112
16164,24.19058823529412
17524,24.166666666666668
16156,24.156562500000003
16214,24.15340909090909
16493,24.13625
15955,24.132568306010924
12840,24.13070796460177
15942,24.102857142857143
13870,24.095130434782604
18269,24.085714285714285
12349,24.076027397260276
13973,24.063636363636363
17203,24.054594594594587
12857,24.052173913043475
14282,24.035324675324674
17436,24.03333333333333
12363,24.0
14259,24.0
18276,23.990000000000002
12515,23.981250000000003
15625,23.9728125
13823,23.9415
12909,23.941428571428574
16542,23.924
17720,23.9188
12831,23.894444444444446
13657,23.88375
14841,23.882318840579714
15705,23.850000000000005
18223,23.840220588235294
14209,23.832528735632188
14847,23.799999999999997
18085,23.79137931034483
16211,23.783478260869565
12674,23.742168674698792
14741,23.734576271186445
15179,23.730645161290326
13952,23.73044525547445
12347,23.681318681318686
17742,23.674
16019,23.664
12668,23.646894409937886
12461,23.625142857142862
12488,23.612000000000002
17001,23.606923076923074
17504,23.59866141732283
16387,23.59
18042,23.578571428571426
16838,23.554000000000002
13754,23.55
16833,23.543191489361707
17615,23.542857142857144
12473,23.521257485029942
15260,23.516493506493507
12694,23.504594594594593
16257,23.475
14673,23.464864864864865
12585,23.44942528735632
13892,23.44333333333333
12682,23.434770992366413
16187,23.428610169491524
17190,23.40736842105263
13351,23.37125
12697,23.355853658536585
14859,23.34034482758621
18222,23.31578947368421
12430,23.309090909090912
17849,23.299999999999997
14761,23.263636363636362
17838,23.254700854700857
13265,23.251777777777775
12582,23.243636363636366
17718,23.224999999999998
17574,23.20625
13426,23.193121019108283
14389,23.188000000000002
12679,23.187916666666666
17668,23.183333333333334
12787,23.183
15667,23.178461538461537
17540,23.156
16457,23.151111111111113
14488,23.136521739130433
15350,23.130000000000003
15458,23.09142857142857
17716,23.085673469387753
16752,23.055555555555557
13523,23.051627906976748
18159,23.05
12921,23.037625
15768,23.030740740740743
18215,23.02615384615385
13311,23.021923076923073
13455,23.00739130434783
15224,23.005714285714284
13808,22.995526315789473
14484,22.994285714285716
14400,22.988000000000003
14326,22.98125
12789,22.9625
14352,22.95659574468085
17824,22.95384615384615
13404,22.953636363636363
13551,22.950000000000003
14059,22.95
13160,22.949999999999996
13059,22.925000000000004
14290,22.917326732673267
17175,22.915714285714284
12598,22.902121212121216
12596,22.898888888888887
16836,22.89727272727273
16948,22.895789473684214
13417,22.88678571428571
13712,22.884
13815,22.882727272727273
14626,22.87926229508197
14141,22.87825
15050,22.86434210526316
17438,22.849999999999998
13441,22.818461538461538
15758,22.805555555555557
18171,22.802037037037035
13319,22.78476890756303
13590,22.780689655172413
15105,22.76168316831683
14348,22.753888888888888
15664,22.73117647058823
12793,22.728333333333335
15445,22.7
15489,22.6856
14788,22.648
15149,22.643478260869564
16124,22.636363636363637
12782,22.630291262135923
12815,22.6268085106383
13238,22.6041935483871
12672,22.59
16183,22.58066666666667
14961,22.579102564102566
13710,22.560000000000002
14304,22.55588235294118
15424,22.54941176470588
12766,22.5471935483871
12626,22.51863945578231
18169,22.516666666666666
12374,22.513030303030305
12562,22.51035714285714
17519,22.488048780487805
15938,22.47666666666667
17973,22.46933333333333
15882,22.450434782608703
14340,22.45
15469,22.439583333333335
17384,22.426666666666666
15978,22.42408163265306
14643,22.380967741935486
15865,22.37825
14261,22.37403846153846
14895,22.366887550200804
14936,22.35445054945055
16552,22.337058823529414
12713,22.330263157894734
12489,22.328666666666667
17139,22.32865828092244
12616,22.290625
12785,22.282142857142855
15147,22.267857142857142
13509,22.266363636363636
14401,22.260879120879125
16125,22.257692307692306
12353,22.25
15709,22.208333333333332
17554,22.186931818181822
12407,22.183376623376624
12640,22.16188679245283
16298,22.15555555555556
15078,22.143431818181806
13771,22.138235294117646
14757,22.13157894736842
16177,22.13
12490,22.114
14339,22.10857142857143
12639,22.095454545454547
17243,22.06731266149871
14475,22.04404761904762
13699,22.041428571428572
17505,22.03538461538462
16401,22.033978494623653
13369,22.02
13531,21.990909090909096
14107,21.97747967479675
13895,21.975169491525424
16748,21.969565217391306
13013,21.967762557077627
14057,21.949328621908123
12693,21.946410256410257
13562,21.943048780487807
12569,21.93984042553192
16037,21.923589743589748
17135,21.917884615384615
14075,21.913023255813954
14795,21.908333333333335
12552,21.891000000000002
15240,21.879102564102567
16363,21.872000000000003
17695,21.866857142857146
12532,21.864375
12613,21.85869281045752
16248,21.848571428571432
12615,21.82085714285714
16497,21.806544117647064
16239,21.8
14066,21.792857142857144
14636,21.78035714285715
17444,21.77807407407408
12564,21.757142857142856
17990,21.753103448275862
15423,21.75
12684,21.748857142857144
17351,21.746296296296297
14854,21.74626984126984
14934,21.73494252873563
16080,21.716
15932,21.703217391304346
14776,21.694871794871798
15344,21.69
12384,21.676666666666666
15108,21.670833333333334
15186,21.65315789473684
13344,21.652499999999996
15565,21.645000000000003
